"MZSRR1740401","MZSRR1740402","MZSRR1740403","EZSRR1740404","EZSRR1740405","EZSRR1740406","DZSRR1740407","DZSRR1740408","DZSRR1740409"
"2.669",1.27500704749987,2.04264433740849,3.50639883152745,2.85299758761332,5.82094479188069,9.56183971107049,9.28057128403476,10.1175664845865
"4.28",2.22032995487956,3.55323761095986,6.66192057913509,6.56338696616201,9.08096405428946,11.1126212983611,11.3708862540131,11.7437493068504
"2.402",1.80364035689067,3.44705015545719,3.68594014844598,3.65248649491816,7.46921036860129,10.249009129169,9.743035233126,10.9547575724526
"1.497",0.430820496519771,0.385154896884344,0.604071323668861,0.887525270741587,0.908428650168787,7.79533188179385,7.89267637928604,7.26429245829613
"6.202",1.63180275492413,2.9487877129869,4.73319162147075,5.17188733451848,7.91155377634606,10.3095741218234,10.1384356462053,11.0030245145874
"2.912",1.09017594979021,2.10097764772482,3.63122071794488,3.99575584666081,6.87882341394817,9.38270183274866,9.47619736923364,9.98177275499122
"1.532",1.25701061820602,2.23051046036618,2.77736710945041,3.00342233830215,5.92462250656328,9.31543037352056,9.1335429767251,9.8105989460814
"0",0,1.0894981508391,0,0,10.3239532085844,0,0.74416109557041,0.866314561377047
"1.828",0.556797246592743,0.530070742225084,0.476122419880152,1.03491998434916,1.46519088792598,7.37222081714553,8.58221350292774,6.68465045071194
"2.996",1.47144761637739,1.9938554797021,4.11461689275407,4.9902741833186,7.37394395786069,9.46548069760772,9.90927958299923,10.0685646788299
"1.82",0.889862881365179,1.71325590173097,3.78303750995262,5.09415160045022,7.08894720461877,9.09468736936987,9.55145449413962,9.53125278197692
"2.193",1.42007811597937,1.72552304552903,2.84839759952819,3.63424474928936,6.45348465563031,8.81551458949877,9.23732948314777,9.65481322212368
"7.655",2.30597052098439,3.78649181498392,3.84458651552164,3.75071368473541,6.51757491114959,10.3646534065351,9.72481907190978,10.9147110098752
"1.015",0.931304843650669,0.863145542989399,1.74459168654238,1.19156265070076,3.5859239769586,7.89591452195634,8.33752824641522,8.23590891677922
"0.931",0.634128557525041,0.860764202628828,0.719840555064268,1.47196778766152,3.80869394585926,7.53265982363205,8.06022035831686,8.12242941951079
"0.95",0.704871964456353,1.92181713984662,4.28406988534516,3.27276973243651,6.8332696208084,9.24696856192025,8.59494410188639,9.57173558130624
"1.64",1.22156778853841,2.6140030448649,3.14942196849116,2.98440706531061,6.81952768758472,9.30867349636763,8.83314942284438,9.77542427385796
"1.955",1.06488285158485,1.83268751643953,3.30275771563804,3.97755469638731,6.59788867516543,8.64783254324051,9.29815423724763,9.7562877727894
"2.933",1.65168318063211,2.58111017522555,3.16108148227718,3.64696905038256,7.03286123227691,9.25414284685575,9.45177571339781,10.0124080485362
"2.642",1.25277895152818,1.93281710274185,3.25821738953602,3.98668397472059,6.70251902915328,8.69353922811185,9.39086111175165,9.8435677910849
"0.575",0.401630466584741,1.26903314645524,0.773996325111173,0.854394677753101,4.11478344724985,7.72088037476207,7.14003217061384,8.32850888444034
"4.887",2.34851571723545,2.66380001553176,2.99367436175058,3.72148203327172,6.80498283116753,9.5536504110545,9.66106191583258,10.1559288096757
"5.826",2.88322978903273,3.66562016406638,3.97278454248179,4.09043004232162,7.43525353792935,10.3997820586005,10.0477891983736,11.0353888478497
"2.362",1.15704371014558,2.49005662446431,5.13463167144765,6.19522946889211,7.59151486660298,9.56969614375059,9.99243705768112,10.0711123727042
"6.78",2.99711172067517,3.70276834520663,4.01453383329546,4.13381009110603,7.45871829192806,10.4223118538569,10.0714328647728,11.0587872863707
"1.182",1.06557231159362,2.16896288400693,1.84839759952819,1.79410389855975,4.59024270806259,8.74643370263226,7.94252036994131,8.96032635712322
"0.284",0.426533138116673,1.11303366529989,1.50792146495733,2.38183708390605,5.50360315630226,7.51234542034734,8.21628509208963,8.47669355726512
"1.721",1.25882039687641,2.24488705912353,2.12035194036522,1.98477161238543,5.05419729438881,8.78456287258108,8.1956871665645,9.17747933758059
"0.278",0.64984535230601,1.5119739817818,1.9061209529971,2.14600345113892,5.05515226165498,8.29790213202686,7.89891573824438,8.71974474449366
"0.203",0.453122446595813,0.279768421593595,0.248534836138679,0.701327257412941,1.81311419134629,6.61657824872856,7.7886335137561,6.94283115974108
"7.135",3.05693028838267,4.31694219135877,7.76874673384868,7.701881692315,10.8196306660408,10.9411305259005,11.4696001026049,11.7656346077691
"2.915",2.1196881745192,3.17088647767976,5.33860269035263,5.04163725097701,9.01298761099791,9.97014184966157,9.88710330603372,10.5423615656141
"3.101",1.28865386360517,1.06143060049775,2.90014226035982,2.91399039267484,5.51364865015139,8.5224599121348,9.21608376386093,8.14698608687558
"0.81",0.879705766282288,1.25035527176305,3.62795696433957,2.02750795682646,4.87351793723839,8.93021988487442,8.0574935957088,8.47513758835837
"3.192",0.747602230274943,1.11902410314227,1.98440706531061,0.878136766626948,3.5854433189362,7.96395956466427,7.91095446880613,7.67838886871332
"0.872",1.32883646422954,1.74717253703546,2.75872956845786,3.42934815372373,6.6748419526525,8.64350629380071,8.95599274295302,8.8317030992143
"0.526",0.598365205323645,2.04684025420297,3.01077983875324,2.91876784932515,6.16761885465801,8.48549525695274,8.44157892350393,8.90876488113987
"1.186",0.288063200325316,0.978927776381399,1.50182126542091,1.78114985171021,4.34978987024187,7.47752353118476,7.66116526751479,8.0847286786941
"13.247",2.72922645499115,4.73979410861108,7.79991620298901,7.37336110524595,9.82788093471784,11.4990196877177,11.1416428944588,11.5945233574028
"2.044",0.762986564880576,2.02361021518265,4.8414699994658,5.55909406890927,7.56405800840377,8.9720607622404,9.10438908237396,9.2574892049598
"0.728",1.31672502157875,2.3704433048213,5.25240051985986,4.56553624994611,8.46521946329856,9.19620374754267,9.1427095439241,9.58476712253867
"1.144",0.804053558967353,0.795766947782392,0.771463058365651,1.03703073094497,1.26243315763135,7.11143826530675,7.55415137249616,7.2245033939183
"1.211",0.722466024471091,1.48336436071335,2.09761079662642,3.47144761637739,5.75552855751322,8.13641699486078,8.33814358608247,8.61924425588548
"0.336",0.919912088677308,3.316290583922,4.14331177904509,4.50849203844346,7.56128030678569,9.13854571980867,8.9078400573469,10.0399745680311
"3.003",2.09659920721425,1.39341620047154,1.46988597627446,1.42330923724239,3.816906848084,8.05471826398584,8.58674222921191,7.91899438540803
"0.647",0.124328135002202,0.422233000683048,0.263034405833794,0.734655433479005,3.95652136333312,6.84310449661493,6.8993810935276,7.18881629640367
"0.437",0.512985334813676,1.72246602447109,2.47456583453847,1.88557436437143,5.78756306179229,8.04855226378707,7.57705110973515,8.61924058708554
"4.805",1.88088139723765,3.59012291771579,6.40804945490299,5.87423138153286,9.57149289709912,10.0047232850381,9.97169729911427,10.3464062472731
"2.311",0.936590829823939,1.72071624252113,4.78581207535837,5.39138967773103,7.47931141299387,8.78854868983477,8.85591808385565,9.19918400315971
"1.863",0.855192407959154,0.660837367696284,1.59167941693574,1.34709867062227,3.48336436071335,7.16163579323773,7.92893284071614,7.79894479144314
"0.09",0.485426827170242,0.646162657157894,1.73292038210826,1.92219784839637,4.08627424996482,7.39996572469576,7.97521745704302,7.65397717863634
"0.662",0.332278283056929,0.875780063068488,2.56218135647187,2.71830682186701,5.75753002150184,7.7503318199921,7.81775115033904,8.11827146533756
"2.261",1.1525079483649,3.46021832866727,5.77960117733066,5.52782102239503,8.7176387274541,9.48252765750639,9.12220420166445,10.2275581863265
"0.576",0.785759774427011,1.49467161164755,1.04823618565285,1.02005765234125,4.03579983742326,7.75049261746677,6.93534187574829,8.0936077102879
"2.441",1.96236393150695,3.46688809960822,7.04238168697705,7.71403940365179,9.2292177809189,9.55435861601352,10.6207632543783,10.5010628966493
"1.543",0.956056652412403,1.70619898742978,4.07544705952874,4.09279941707818,6.77516909263269,8.67853676123212,8.72512763532061,8.91010602303978
"1.676",0.553851968181126,1.14730669878029,3.61894338330183,4.27075317806869,6.22056212960434,8.4144273244108,8.39862827171805,8.25907942419636
"0.115",0.0894981508391026,0.570462931026041,1.04893364519792,0.952333566369686,4.27731530048989,6.79340172428377,6.99543929261876,7.46747513107722
"1.301",0.675364312749146,1.49774008860909,3.67739548326346,4.25406487719702,6.20243731262957,8.23822797446836,8.62103718222273,8.7684225483254
"0.863",1.79535136516656,0.462575888042204,1.37851162325373,2.4027221768456,2.02962956756306,7.5424747473391,8.28762927792175,7.22485063615754
"0.704",0.317304068361915,0.747602230274943,1.20414071678023,1.71501474991089,3.99485122220122,7.39529420185988,7.29800756320585,7.54751152364422
"7.042",1.31788288282941,1.52356195605701,4.42088657497553,1.92295896423617,4.27850521347318,8.62164531765067,8.43886253043111,8.26314241606764
"0.601",0.416839741912829,1.1788739581698,1.8094144442359,1.35558014737736,4.30166080372604,7.46459475825027,7.30421896871636,7.96673614930828
"0.945",0.448900951145128,1.05032755355842,2.9137989649507,2.67310409759017,5.77939105953591,7.84363216938964,7.87568792616178,8.10051517134936
"3.401",1.50385753257743,3.57179814170986,7.28481022253023,7.14012422390907,8.75098159965399,9.49788575884235,10.1369052653274,10.2343647968619
"2.7",1.82537860389293,2.89704676223591,5.47472805722774,4.78952060360031,8.01967967791112,9.1842232560498,9.62897221451115,10.040267799567
"1.611",0.590721770009841,1.88088139723765,3.95930648975966,4.52029651798988,6.74997666206717,8.52665572638252,8.36650581829465,8.80055374097497
"0.31",0,0.464668267003444,0,0,9.14995284127718,0.210388864445403,0.464668267003444,0.280956313831056
"8.221",3.02059109477325,2.06039331222714,4.48078212440398,3.89384755813292,5.10450440529959,9.51739381296792,9.54885850506504,9.59189442601704
"0.355",0.482332020747376,0.752748591407134,0.410341104614087,0.758729568457863,2.66015281487638,6.93135212574951,6.39054731839509,7.42826803829387
"25.78",3.9159988517389,6.70827002027755,9.74820794748182,9.33283098705768,11.6505487238063,12.1217714646946,12.3225222389029,12.9316405868631
"0.29",0.544979883255804,0.225274929869569,0.620117165028684,0.932817102741851,2.25640685379425,6.9563238794817,7.40723376808475,6.15748841865675
"0.571",0.61541629726287,0.553851968181126,1.270229907238,0.748461233004036,3.14665522211947,7.30209966857658,6.93643771436874,7.09993686732074
"0.116",0.296310560708092,0.36289064266586,0.719840555064268,0.959028218943694,2.30742852519225,6.76270758427832,6.63165726769178,7.1474186417104
"209.962",8.94009038431052,5.83458481772503,3.47469561414913,1.2190910582462,0.637842060324105,4.84343117394633,0.573374526445944,0.306845500314283
"1.596",0.826192536236602,1.57385922157595,2.24701604976734,2.50080205305716,5.62579649782177,7.57672619288397,7.70244976704708,8.50631551614918
"0.68",0.9061209529971,1.58688481285218,4.28798935040895,5.23737250878526,7.3259440127251,8.26136626491065,8.52459264430806,8.67134645339678
"0.179",0.37851162325373,0.393965275660243,1.11103131238874,1.4541758931858,4.36953627852947,6.42874539831872,7.13270021496382,7.50255337981306
"0.985",0.401630466584741,1.06626144226872,2.72900887033786,1.62152444367146,7.81843518445145,7.05742860993357,6.16518840068709,7.28210615246625
"2.656",1.85239842028655,3.45246365164355,6.98664984761283,7.89316195739658,9.26247309203803,9.44037503779139,9.90396918788595,10.030651964422
"0.917",0.291603558030565,1.06004738366994,3.19755090741987,1.74027998267288,4.44572670334998,7.66377867204738,7.31450620785327,7.85727813196113
"0.434",0.479230561206336,0.935836873684025,3.70708299177171,4.30385379417802,6.41682285633835,7.877744249949,8.04338278548771,7.84163982190016
"0.192",0.401630466584741,0,0,0.168642035558839,1.3684890006451,6.14751022492028,6.50849203844346,6.20000599082022
"1.419",0.913798964950696,1.31730406836191,2.33485426933163,1.48800077083407,3.64050524868344,7.52117640172756,7.70610226658419,7.81892084354007
"224.999",10.0234632903588,6.76870042609086,3.85947266685194,5.20445376767456,2.1839628348426,4.10475598696226,1.48284828306847,0.525066592078211
"4.047",1.85479359799369,4.01435529297707,7.24954015231322,7.71454776496417,9.15169395164228,9.39629009379109,10.4527549996386,10.2138612232009
"7.143",0.930548119247855,1.89994898618967,4.38218304564505,3.23633953916837,6.67764917862403,8.22681194938064,8.43734843570859,8.53033220076349
"0.374",0.142740172116082,0.409255146684838,1.25459404303314,0.62854031926276,4.12969515665378,6.53379692629984,6.72105816362035,7.03282818021312
"0.556",0.0731347046302154,0.664482840364683,1.83915338738982,1.81803247465809,4.25784038191872,7.27081857357977,6.67079785640565,7.58007009078113
"2.678",1.03351110236132,0.248534836138679,2.94467107064773,1.77904955283746,3.65729700999104,7.52512925120397,7.50084187955693,7.50941873934405
"7.565",2.94260833611166,2.97306017280408,3.62421789678064,3.74749481896261,7.3701381192469,9.2792159041321,9.09418591673863,9.82614326823444
"0.736",0.185232254230161,0.331131922217202,1.98367769469807,1.23450132056221,2.91092449689301,7.37386567791548,6.85842865860987,6.77960117733066
"1.333",0.189033824390017,0.49467161164755,0.5489297694764,0.812292844873271,3.20851725980554,6.45231538131154,6.59711397779529,7.00001127101098
"10.529",2.98968400329773,5.05476166962829,8.32374384583864,8.45194875868533,10.563449889633,10.6656397039821,10.9881251079432,11.2872702700543
"0.885",0.422233000683048,1.16414264884831,2.79576694778239,3.1525079483649,5.85728435349115,7.70843557454169,7.60046304361428,7.76091949954869
"0.368",0.54794331129035,1.06695024392463,2.34653146202802,2.03527198997269,5.58300752720769,6.89349569756808,7.57922541269821,7.79992915072529
"0.616",0.755314904045098,0.637842060324105,2.38984210897583,1.98877556233775,5.47180525428134,7.29966594413018,7.17294748523853,7.61019805486961
"1.582",0.150559676575381,0.0962618530584035,0.793271654498083,0.714575238851626,3.92552476974757,6.66036677252717,6.41731245777758,6.45798820176763
"0.45",0.556797246592743,1.1525079483649,2.00863030514344,1.18776774704602,3.46923479366766,7.87362866724017,6.60700474582878,7.24538156918155
"4.712",1.6073895000244,2.94485844580754,5.83975807969664,6.48062058107116,7.91585548306784,8.78569439559641,9.42186075551142,9.85139300780261
"1.38",0.29983076182237,1.4032677223393,3.87548520425201,3.85029937284808,5.4715126480455,7.99135744316775,7.51545542661871,8.29938204729227
"0.204",0.799916202989014,0.146655222119465,0.732920382108257,0.482332020747376,2.22589186169034,5.63133714412748,7.28258807025917,6.64083780182399
"0.083",0.524063675777211,0.491596594410448,0.544979883255804,1.03210084316702,2.97599695761644,6.41325557257846,6.95084163754915,6.77020797219362
"0.089",0.455228571117139,0.207892851641333,0.728573602559365,1.30275771563804,2.87066062667928,6.52249522196778,7.59129793066638,5.80817908377147
"0.851",0.272620454662992,0.495695162624069,2.18586654531133,1.8011586560937,1.92447999235902,6.62903598555426,7.27035139774027,7.07739255968235
"30.665",4.54757321550631,6.96349724390247,9.92870045867722,10.042517122077,12.0082023953547,12.1827664636204,12.5365641366048,13.0523860043514
"11.087",2.21754093986252,2.70752479089961,3.86443379636562,2.20037879798403,4.44632240704335,8.95140129167431,8.79984822546705,8.31041737980758
"0.402",0.418999465431266,0.410341104614087,0.32077347694587,0.521050736900963,1.8571848057912,6.10169209246305,6.47063447309241,6.62926918136684
"1.969",1.13684760419288,1.92295896423617,3.26648672875681,3.42653313811667,4.63296612490967,7.64594658241534,8.80709727493827,8.34800219864808
"0.138",0.429749850800216,1.32308178950373,1.54646235816709,2.51273256301436,5.67840999714423,6.77060443316661,6.93856809205928,7.85349670370232
"0.396",0.600269753509005,0.187767747046025,0.451013242943973,0.752748591407134,2.42572783804503,6.33665829701645,6.32061103466239,6.76147144986756
"0.498",1.17120682741814,1.50283975825593,4.53300260646713,4.43809320284286,7.37391786501755,8.10937100762133,8.28840470702377,8.05212240385192
"0.871",0.74416109557041,0.38404980679516,0.922958964236172,0.909965066757969,2.5909612413426,6.42051608750545,6.93777986588272,6.67501138746181
"0.214",0.377401430785794,0.292781749227846,0.993493221058416,0.979659551715824,1.46727948045998,5.92433746407535,7.2910141014173,6.08142485030342
"0.326",0.063502942306158,0.227741075839128,0.202887833470143,0.14535138557262,3.60845443797458,6.02951914398869,5.80642717700988,6.40442632200452
"3.566",2.98495385138534,2.34482849699744,3.79379186329501,4.88508622529017,6.80825632479914,8.9125151448024,9.23243531807728,9.58219844611314
"0.158",0.206643223983395,1.07450543636363,1.38294386956899,0.667210912480871,4.36583248918298,6.68229237143083,6.17100661716776,7.14705225072219
"0.504",0.409255146684838,0.556797246592743,3.32567423412026,2.81700921407127,5.71050340148579,7.20409179644124,7.41056158996977,7.13494990809567
"26.792",3.3684890006451,6.25073424022799,10.0675526757219,9.69995584864593,11.5044346811308,11.0306050686816,10.9100775329869,11.4656138476781
"0.111",0.283329168051641,0.432959407276106,3.03298241669943,2.82211827472934,5.97112965377522,6.80431175018104,6.89122474044901,7.4215094530579
"0.407",0.750177705593057,1.89141918684608,4.39101153641834,4.23893967935749,7.25414048420073,7.49552728608043,8.0250897178268,8.39761902020693
"5.683",1.90919706299169,4.09718938723511,7.75524145335719,7.69044503281117,7.93959096738324,9.54845589132809,9.89173814370818,10.1224203597014
"0.109",0.241230035515445,0.848798181244189,0.58880456701555,1.06626144226872,3.89675621847481,6.38188898345605,6.47570101048884,6.77332385986738
"1.3",1.42921422983958,1.45785691041377,1.14012422390907,2.12829340100982,3.43215768731055,6.87424367920314,8.24020459637113,6.87650466825708
"9.212",1.76723103702388,5.85651267909166,9.34188570481025,9.69597815878191,11.1502588298902,8.06446793952019,8.84834751899219,8.88095484237334
"15.541",3.7568098142945,3.26318467874064,5.13541173964568,4.18942924580976,5.5949366396385,9.82111545263516,9.81477150184403,9.86684617528408
"0.235",0.456280481510725,0.350497247084133,0.367371065648529,0.592636428606577,1.82293404802837,6.414744422082,6.94975668948258,5.16948411059584
"4.885",1.68526740651684,4.23503770964215,7.75324349646363,8.62124969241322,9.29498367428423,8.93931180613512,9.49073657948547,9.51387363429676
"0.221",0.454175893185802,0.255802836602718,2.70597790168252,1.48078212440398,3.88078346457353,5.90600065924138,7.08566896569293,7.44234639504381
"1.283",0.441483479582645,0.92523990548741,2.74502214903726,2.29572302453997,4.38591415558903,7.43784360306354,7.27109880648553,7.03684396648326
"0.798",0.575312330687437,0.922197848396367,1.81270357656028,1.73508887047818,4.70901486490327,6.84790924013028,6.63075491923525,7.45596827565432
"1.288",1.41305242854853,1.42974985080022,3.67660592339182,3.31193899694826,5.71042074528863,8.19847450896502,7.73207243026986,8.14817148665179
"0.699",0.959028218943694,2.56169272139831,5.36376681939899,5.22816452045426,7.60613126896651,8.35933667526794,8.25690686417815,8.63267173554795
"0.113",0.130930869826449,0.935082523318661,1.36289064266586,1.2147465226824,8.63739650960107,0.15704371014558,0.142740172116082,0.305678743242287
"0.586",0.773152397014052,1.47508488294878,3.73346280984743,4.01774378650301,7.36353906463326,7.19645950965342,7.58764252100287,7.86788411209868
"0.717",0.74931972457408,1.41142624572647,2.71852602646226,2.05797006863733,5.64754476970897,7.50082594908895,7.04156059604804,7.48389637250133
"1.39",0.230203013366421,1.61258840669872,4.56163163037584,3.50092949398661,6.44670286677967,7.59668920749885,7.29501582782761,7.71038630380877
"0.459",0.788268082866837,1.01435529297707,1.57821416547245,2.98258294692259,4.27351588970212,6.48800077083407,7.41809716172161,7.71690175174826
"0.718",0.77568270173906,1.55040819321728,3.93856809205928,3.85539177160777,7.1405741777099,7.51536080453394,7.61888466913945,7.79992915072529
"32.892",4.12151279625707,6.4762034460376,9.84382371711066,10.1490789563603,11.380668850161,11.3393539912074,11.8063296969348,12.1530437056554
"0.127",0.399444564589458,0.73725410432433,1.93319491996043,1.10500752476097,4.33134693427069,6.65792577227638,6.17098659461451,7.30695483542751
"0.313",0.285698125958125,0.57918014812715,0.195347598322219,1.33514020631421,3.08082818459605,5.57649190510078,6.73339501753213,6.63807383718072
"0.845",0.510961919277379,0.500802053057158,1.17120682741814,0.950095094173686,4.34383417162098,6.25674650236607,6.19955456900538,7.01200990087091
"2.363",1.54250570147826,1.7663831410013,4.41677219842908,3.90178404623805,6.83244701346878,8.2406434781519,8.50252951237662,7.96232922422263
"0.971",1.0962618530584,1.60502015306241,4.43889163207002,6.07013168077206,6.91540138826041,7.56249430136656,8.3387809438947,8.13678609644241
"3.611",1.87852917654121,3.45338588036645,5.82586193160209,6.48484705643314,8.66434061183981,8.66478147463427,9.34272806753618,9.52537398733934
"0.205",0.155749232677945,0.280956313831056,1.43616183931445,0.997111720675174,4.07184845974646,6.47351094220044,6.01039942545687,6.66986299134624
"0.537",0.20163386116965,0.43616183931445,0.641546029087524,0.705756782049797,3.268284666521,6.03119667088487,6.00919038801247,6.67178871842323
"0.898",0.100304905795685,0.124328135002202,0.560714954474479,0.169925001442312,1.71061360238268,6.09136133224861,5.60178564233424,6.14086043889786
"3.064",0.891419186846079,3.47040671081933,6.47302380853803,6.649816617654,8.2927771487899,8.13820011168102,8.56719556140687,8.96334406747818
"1.207",0.418999465431266,1.45364926604329,3.66414146834568,4.04841058215241,5.93529472422882,7.62789861587175,7.43377737045665,7.68516927210336
"0.286",0.111031312388744,0.485426827170242,1.46675761572617,0.898401859992193,3.56985560833095,6.4570853323215,6.21643546352101,6.62238865308586
"2.612",2.10064131597347,4.74695764241365,6.75875621373191,6.39646778286341,9.1119311506829,9.51467066416146,9.91670503316907,9.93810932621924
"0.781",0.431890348286181,1.67400860861723,5.13565798936878,4.39307292232947,7.19804225844564,7.40552442868499,7.51115173508463,7.76417494909966
"1.859",2.06315775866032,3.2312787913429,5.15631570949275,5.35286443553053,7.96841336342508,8.78274272611153,9.0319630486282,9.51957728590079
"10.866",2.27947129564447,6.18800522119666,9.85122276770254,9.94890595130379,11.4060683841286,8.34227916497468,8.88706216929774,8.99817575398553
"5.843",1.49927188316909,5.17276751454855,8.86125133283397,9.14539469593859,10.0416194564458,8.16487173856264,8.7197858069459,8.89162879501344
"0.987",0.126972856257766,0.42867840994823,0.686164326061359,0,8.35229066068422,0.585923976958601,0.539034702970754,0.296310560708092
"0.161",0.124328135002202,0.358396261956654,0,0,8.16266322471239,0,0.374065718222538,0.416839741912829
"0.071",0.353887836284907,0.763836458890951,2.52130205560918,2.93338379147224,5.28854313265907,6.57646167164748,6.9839968397145,7.40361710404205
"1.03",0.874993638932967,1.56071495447448,3.90948511231697,3.91293722572693,7.57442701653077,7.19909318773643,7.46546845330611,7.61545308222147
"0.222",0.343692069179019,0.62760683812965,1.11503324294624,1.10567807789454,4.37774845771381,6.22916489576272,6.44417009418572,6.54262951139388
"0.46",0.913032999952141,0.820485342986379,1.97489636376201,3.42223300068305,5.28121603492904,6.73480444213582,7.38583652247142,7.36359162661672
"200.281",7.02024660242796,6.88615991333741,2.54670928928295,0.777367109450413,0.944858445807539,3.82017896241519,0.669026765509631,0
"0.734",0.993493221058416,0.37851162325373,1.30684550031428,1.13093086982645,4.17951105027151,6.34614137671993,6.66303145109581,6.72868243181607
"1.378",0.584962500721156,1.11103131238874,0,0.619178216059069,8.66256513146266,3.5401512920421,1.55728754227831,2.83289001416474
"24.78",4.05762355847813,6.44110164074243,9.41080959572372,9.27452259025091,11.3730505530926,11.2938055567354,11.5886743519765,11.7824355955473
"0.822",0.654435540845399,0.417920007811965,0.817213924258327,0.658097205351371,1.95902821894369,6.51420118006028,5.76918989006193,6.43684477189094
"20.995",2.82598909619666,5.05874941233552,8.52098397300943,8.40394936423287,10.4671959132558,10.027308895765,10.0723577354783,10.2588050892612
"0.305",0.32883646422954,1.01149563883783,4.12068370880198,4.28577209324984,7.2035241992478,6.26744216217444,7.46301750184642,6.99962800723052
"0.075",0.0593552776164212,0.10969486482593,0.700439718141092,0.809825996097451,3.09609314639378,5.23143240844797,6.34863964261776,6.42467019907153
"0.381",0.839959587489532,0.652601217596519,1.20851725980554,1.70442935207648,4.46107011403305,6.65046300893531,6.87928916714917,6.49198133018967
"10.173",2.84679415947329,4.15396742753934,7.02992766900405,7.19387028477446,9.66560950581897,9.54515175853738,9.96811955956597,10.0408855830881
"0.548",0.316145742293356,0.206643223983395,0.936590829823939,0.32077347694587,1.72683121703249,5.99641134487716,5.62999767542937,6.36948393268696
"0.579",0.40381306161659,0.773996325111173,0.851199338593294,0.882838655767251,4.27000559019784,6.09252459990213,6.25957380179243,6.51872396105442
"0.644",0.422233000683048,1.50131174924366,4.42948206517701,4.1798294908513,6.3567952709845,7.36867232916315,7.70766282538605,7.34857768125723
"0.342",0.364012053558615,1.2147465226824,3.25806659831133,3.1333991254172,4.71232064074163,7.24006622552085,7.23464501576459,7.36295199236067
"0.209",0.302172799740752,0.964213777946939,3.21878116778407,3.17791779219584,5.52716419273721,7.15625502618632,6.70452618513852,7.34168337560702
"0.83",0.924479992359022,1.20789285164133,2.38681094647222,1.77526129234775,4.36373178254445,6.76188361236552,7.36881199239925,7.20989195623065
"2.484",1.47612241988015,3.78753694328296,7.10165007609443,8.24394987806676,8.92227516754611,7.98031097676902,8.97381214602902,8.80482799402857
"0.455",0.277389698810864,0.968643755964717,1.87578006306849,1.36401205355861,4.8174186054023,6.48155728070859,6.36581499592724,6.87682387030637
"0.164",0.297484915710575,0.36513259345253,0.542010355536609,0.511973981781801,3.36904764345591,5.85830432157564,6.07004578817293,6.15829662855486
"1.463",1.28036248997378,1.42921422983958,3.12532047371441,2.88849973551412,4.89849860400168,7.61776130068631,7.54933032552642,7.76571374613162
"2.208",1.5449798832558,0.827006009638977,0.932817102741851,0.711054321812066,2.43882511317562,6.54909924907024,6.52437716202187,6.59869272852667
