go.id	gen.id
GO:0055114	Solyc01g093990
GO:0016787	Solyc01g094010
GO:0003854	Solyc01g094070
GO:0006694	Solyc01g094070
GO:0016616	Solyc01g094070
GO:0055114	Solyc01g094070
GO:0005506	Solyc01g094100
GO:0016705	Solyc01g094100
GO:0020037	Solyc01g094100
GO:0055114	Solyc01g094100
GO:0005506	Solyc01g094120
GO:0016705	Solyc01g094120
GO:0020037	Solyc01g094120
GO:0055114	Solyc01g094120
GO:0005506	Solyc01g094130
GO:0016705	Solyc01g094130
GO:0020037	Solyc01g094130
GO:0055114	Solyc01g094130
GO:0005506	Solyc01g094140
GO:0016705	Solyc01g094140
GO:0020037	Solyc01g094140
GO:0055114	Solyc01g094140
GO:0003779	Solyc01g094400
GO:0005622	Solyc01g094400
GO:0000272	Solyc01g094580
GO:0016161	Solyc01g094580
GO:0016021	Solyc01g094720
GO:0055085	Solyc01g094720
GO:0006508	Solyc01g094723
GO:0008234	Solyc01g094723
GO:0000808	Solyc01g094760
GO:0005634	Solyc01g094760
GO:0006260	Solyc01g094760
GO:0004672	Solyc01g094960
GO:0005524	Solyc01g094960
GO:0006468	Solyc01g094960
GO:0009058	Solyc01g095080
GO:0030170	Solyc01g095080
GO:0005975	Solyc01g095250
GO:0005975	Solyc01g095260
GO:0005975	Solyc01g095310
GO:0005975	Solyc01g095470
GO:0016853	Solyc01g095470
GO:0000139	Solyc01g095540
GO:0015165	Solyc01g095540
GO:0016021	Solyc01g095540
GO:0090481	Solyc01g095540
GO:0003824	Solyc01g095750
GO:0005789	Solyc01g096130
GO:0016021	Solyc01g096130
GO:0015743	Solyc01g096140
GO:0003924	Solyc01g096220
GO:0005525	Solyc01g096220
GO:0005506	Solyc01g096280
GO:0016705	Solyc01g096280
GO:0020037	Solyc01g096280
GO:0055114	Solyc01g096280
GO:0009733	Solyc01g096340
GO:0016491	Solyc01g096420
GO:0000413	Solyc01g096520
GO:0003755	Solyc01g096520
GO:0016021	Solyc01g096730
GO:0055085	Solyc01g096730
GO:0006281	Solyc01g097110
GO:0042742	Solyc01g097240
GO:0050832	Solyc01g097240
GO:0042742	Solyc01g097280
GO:0050832	Solyc01g097280
GO:0003824	Solyc01g097340
GO:0050662	Solyc01g097340
GO:0008519	Solyc01g097370
