##FastQC	0.11.9
>>Basic Statistics	pass
#Measure	Value
Filename	SRR1740406.fastq
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	27441674
Sequences flagged as poor quality	0
Sequence length	36-52
%GC	44
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	32.750593312929816	34.0	31.0	34.0	31.0	34.0
2	32.91616123710237	34.0	31.0	34.0	31.0	34.0
3	32.99561513630692	34.0	31.0	34.0	31.0	34.0
4	36.363382204744504	37.0	37.0	37.0	35.0	37.0
5	36.24399276807967	37.0	37.0	37.0	35.0	37.0
6	36.27206386898992	37.0	37.0	37.0	35.0	37.0
7	36.264459631726545	37.0	37.0	37.0	35.0	37.0
8	36.28130255464736	37.0	37.0	37.0	35.0	37.0
9	38.0927521039715	39.0	39.0	39.0	35.0	39.0
10	38.11658731169243	39.0	39.0	39.0	37.0	39.0
11	38.10332922838454	39.0	39.0	39.0	35.0	39.0
12	38.05935315753696	39.0	39.0	39.0	35.0	39.0
13	38.03366500163219	39.0	39.0	39.0	35.0	39.0
14	39.561453685369194	41.0	40.0	41.0	37.0	41.0
15	39.556992368614246	41.0	40.0	41.0	37.0	41.0
16	39.51710540690776	41.0	39.0	41.0	37.0	41.0
17	39.501541451151994	41.0	39.0	41.0	36.0	41.0
18	39.49588658476156	41.0	39.0	41.0	36.0	41.0
19	39.50544376410856	41.0	39.0	41.0	37.0	41.0
20	39.47882538069653	41.0	39.0	41.0	36.0	41.0
21	39.43098489545499	41.0	39.0	41.0	36.0	41.0
22	39.423900014262976	41.0	39.0	41.0	36.0	41.0
23	39.40011290856381	41.0	39.0	41.0	36.0	41.0
24	39.34729018353618	41.0	39.0	41.0	36.0	41.0
25	39.29325262737252	41.0	39.0	41.0	36.0	41.0
26	39.26653465091088	41.0	39.0	41.0	36.0	41.0
27	39.200612615688094	41.0	39.0	41.0	36.0	41.0
28	39.133937929588406	41.0	39.0	41.0	36.0	41.0
29	39.08879050162902	40.0	39.0	41.0	36.0	41.0
30	39.061950047216506	40.0	39.0	41.0	36.0	41.0
31	38.961459020320696	40.0	38.0	41.0	35.0	41.0
32	38.91752704299308	40.0	38.0	41.0	35.0	41.0
33	39.08788851583908	41.0	39.0	41.0	35.0	41.0
34	39.126285408098646	41.0	39.0	41.0	35.0	41.0
35	39.10553886034795	41.0	39.0	41.0	35.0	41.0
36	39.12083377275016	41.0	39.0	41.0	35.0	41.0
37	39.07997988177003	41.0	39.0	41.0	35.0	41.0
38	39.04655195386192	41.0	39.0	41.0	35.0	41.0
39	39.03819529765809	41.0	39.0	41.0	35.0	41.0
40	38.99050934192018	41.0	39.0	41.0	35.0	41.0
41	38.951071432083474	40.0	38.0	41.0	35.0	41.0
42	38.912273161638936	40.0	38.0	41.0	35.0	41.0
43	38.880881521772835	40.0	38.0	41.0	35.0	41.0
44	38.82123058219572	40.0	38.0	41.0	35.0	41.0
45	38.78178939524276	40.0	38.0	41.0	35.0	41.0
46	38.73460737967992	40.0	38.0	41.0	35.0	41.0
47	38.66769476400232	40.0	38.0	41.0	34.0	41.0
48	38.62630849472216	40.0	38.0	41.0	34.0	41.0
49	38.65006594027811	40.0	38.0	41.0	34.0	41.0
50	38.59546361979731	40.0	38.0	41.0	34.0	41.0
51	38.578854791577186	40.0	38.0	41.0	34.0	41.0
52	37.871650887211686	39.0	37.0	41.0	33.0	41.0
>>END_MODULE
>>Per tile sequence quality	pass
#Tile	Base	Mean
1101	1	0.36985366685173204
1101	2	0.3451617406058318
1101	3	0.2972403283254579
1101	4	0.21738001973660914
1101	5	0.2765378498427751
1101	6	0.21561414133066847
1101	7	0.22885185594252277
1101	8	0.22633869283839658
1101	9	0.2463925048479041
1101	10	0.23359154051036057
1101	11	0.18518502325469655
1101	12	0.2718952219386921
1101	13	0.24911769998435318
1101	14	0.3709453204260029
1101	15	0.39034172093900565
1101	16	0.44586527436483436
1101	17	0.369787707665175
1101	18	0.42450696169008495
1101	19	0.42515606640532866
1101	20	0.3892961825954089
1101	21	0.4485145558110517
1101	22	0.4466385874195282
1101	23	0.4181141696974322
1101	24	0.4806402816132902
1101	25	0.524054652986294
1101	26	0.5161597376816829
1101	27	0.4711436413618273
1101	28	0.491682288139458
1101	29	0.4959401518221682
1101	30	0.44498211168395585
1101	31	0.5823953530333412
1101	32	0.497328089288132
1101	33	0.48098861785789637
1101	34	0.4062116344537827
1101	35	0.4684649216641361
1101	36	0.4033527652865274
1101	37	0.4032976348679611
1101	38	0.3917438343787154
1101	39	0.36347416753187645
1101	40	0.3710662905644142
1101	41	0.4048683574270697
1101	42	0.4175391089648528
1101	43	0.39562907686997306
1101	44	0.3299102763768005
1101	45	0.374740031143169
1101	46	0.38896721180203997
1101	47	0.41528060037860115
1101	48	0.45912996507318127
1101	49	0.3826290954260756
1101	50	0.3428145316914524
1101	51	0.33755907123436657
1101	52	0.5119341737628602
1102	1	0.364897779856868
1102	2	0.34279857103686595
1102	3	0.3141659382377142
1102	4	0.21799696018234016
1102	5	0.23845897794505788
1102	6	0.218899494142903
1102	7	0.20033738884323782
1102	8	0.21550291325483784
1102	9	0.2772112465429686
1102	10	0.2546662401687527
1102	11	0.2750721180756557
1102	12	0.2936704261406007
1102	13	0.2918063525912018
1102	14	0.4015666389628123
1102	15	0.3415404743153232
1102	16	0.27167394340023776
1102	17	0.39398431910750276
1102	18	0.3131279689428297
1102	19	0.3489288886528712
1102	20	0.3941352083595575
1102	21	0.37669205293395436
1102	22	0.4135274247159728
1102	23	0.3502271464300435
1102	24	0.4341170655215407
1102	25	0.4890312075414798
1102	26	0.4404422826468064
1102	27	0.43164186816763817
1102	28	0.46212009685997657
1102	29	0.41272004625039216
1102	30	0.5048427958815509
1102	31	0.5796223318357079
1102	32	0.5213676831648044
1102	33	0.41990069225482074
1102	34	0.4590676369478217
1102	35	0.4799361218422362
1102	36	0.4658685976494965
1102	37	0.44283214617658473
1102	38	0.42063399672703383
1102	39	0.4211699817508503
1102	40	0.36715803875289765
1102	41	0.4484630329192072
1102	42	0.40600910438888604
1102	43	0.38229150056169203
1102	44	0.3908022266769322
1102	45	0.37792170335449526
1102	46	0.37512989840030286
1102	47	0.359857569409165
1102	48	0.37665851470081435
1102	49	0.36928304898736286
1102	50	0.3773397559180083
1102	51	0.3082515403061734
1102	52	0.47265209556704946
1103	1	0.32612461898431633
1103	2	0.3063654339386801
1103	3	0.26665926014606356
1103	4	0.2063201544168507
1103	5	0.2732272168282748
1103	6	0.2108277231730895
1103	7	0.1932162018004675
1103	8	0.18062418905418554
1103	9	0.23112283564656622
1103	10	0.234204080119639
1103	11	0.19930145131692711
1103	12	0.2943020729340944
1103	13	0.24139342966299893
1103	14	0.34880363072097254
1103	15	0.29868033783532866
1103	16	0.29931949425986915
1103	17	0.26216887196637373
1103	18	0.23174088744509191
1103	19	0.31202052257557966
1103	20	0.3403892492957752
1103	21	0.22579702827322023
1103	22	0.2834860446441638
1103	23	0.23845571375948538
