##FastQC	0.11.9
>>Basic Statistics	pass
#Measure	Value
Filename	SRR1740401.fastq
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	9014895
Sequences flagged as poor quality	0
Sequence length	36-52
%GC	44
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	30.92223226116333	31.0	30.0	33.0	28.0	34.0
2	29.82350554277116	31.0	30.0	34.0	25.0	34.0
3	28.409468551769045	31.0	27.0	33.0	16.0	34.0
4	33.47272264402414	35.0	33.0	37.0	28.0	37.0
5	34.39129008158165	35.0	33.0	37.0	30.0	37.0
6	34.64869873692373	35.0	35.0	37.0	31.0	37.0
7	34.91489495995239	35.0	35.0	37.0	32.0	37.0
8	34.98915228629951	35.0	35.0	37.0	32.0	37.0
9	36.536984734708504	38.0	35.0	39.0	32.0	39.0
10	36.47574541910915	38.0	35.0	39.0	32.0	39.0
11	36.54937112412291	38.0	35.0	39.0	32.0	39.0
12	36.50172242716083	38.0	35.0	39.0	32.0	39.0
13	36.48974447289736	38.0	35.0	39.0	32.0	39.0
14	37.472293909135935	39.0	36.0	41.0	32.0	41.0
15	37.532234596187756	39.0	36.0	41.0	32.0	41.0
16	37.54408320895585	39.0	36.0	41.0	32.0	41.0
17	37.506230410892194	39.0	36.0	41.0	32.0	41.0
18	37.4690449528253	39.0	36.0	41.0	32.0	41.0
19	37.522760165259825	39.0	36.0	41.0	32.0	41.0
20	37.409778926986945	39.0	36.0	41.0	32.0	41.0
21	37.3714897400358	39.0	36.0	40.0	32.0	41.0
22	37.37319036993775	39.0	36.0	40.0	32.0	41.0
23	37.31969423936718	39.0	36.0	40.0	31.0	41.0
24	37.26164375735935	39.0	36.0	40.0	31.0	41.0
25	37.20587250322938	39.0	36.0	40.0	31.0	41.0
26	37.076893519003825	39.0	36.0	40.0	31.0	41.0
27	37.043223354237625	39.0	36.0	40.0	31.0	41.0
28	36.98895816312891	39.0	36.0	40.0	31.0	41.0
29	36.924715484761606	39.0	36.0	40.0	30.0	41.0
30	36.85725868132685	39.0	36.0	40.0	30.0	41.0
31	36.760703812967314	38.0	35.0	40.0	30.0	41.0
32	36.71518991624417	38.0	35.0	40.0	30.0	41.0
33	36.59894641035753	38.0	35.0	40.0	30.0	41.0
34	36.52664151939651	38.0	35.0	40.0	30.0	41.0
35	36.472221917171524	38.0	35.0	40.0	30.0	41.0
36	36.370513688734036	38.0	35.0	40.0	30.0	41.0
37	36.30104943080062	38.0	35.0	40.0	30.0	41.0
38	36.54121828712528	38.0	35.0	40.0	30.0	41.0
39	36.6238666091302	38.0	35.0	40.0	30.0	41.0
40	36.6684192730271	38.0	35.0	40.0	30.0	41.0
41	36.63320737526892	38.0	35.0	40.0	30.0	41.0
42	36.65518880416414	38.0	35.0	40.0	30.0	41.0
43	36.6732564314307	38.0	35.0	40.0	30.0	41.0
44	36.597340840172976	38.0	35.0	40.0	30.0	41.0
45	36.73224502929107	38.0	35.0	40.0	30.0	41.0
46	36.79352687832689	38.0	35.0	40.0	30.0	41.0
47	36.83761369524778	38.0	35.0	40.0	30.0	41.0
48	36.8602063475686	38.0	35.0	40.0	31.0	41.0
49	36.82942459756054	39.0	35.0	40.0	31.0	41.0
50	36.887974321904316	39.0	35.0	40.0	31.0	41.0
51	36.98052862118212	38.0	35.0	40.0	31.0	41.0
52	36.71889122543203	38.0	35.0	40.0	31.0	41.0
>>END_MODULE
>>Per tile sequence quality	warn
#Tile	Base	Mean
1101	1	0.20088320565142226
1101	2	1.9797726732192835
1101	3	-2.410358422110537
1101	4	-0.48385995128240467
1101	5	-0.05883943011039605
1101	6	0.26880295643480423
1101	7	0.2296172057751491
1101	8	0.253612448124926
1101	9	0.3616846053400167
1101	10	0.39228374602814853
1101	11	0.3480080805343846
1101	12	0.4726493210210094
1101	13	0.3043446756266803
1101	14	0.5532338029684212
1101	15	0.5169991561597556
1101	16	0.47264811300726706
1101	17	0.4752346160412486
1101	18	0.31262483491411075
1101	19	0.2897164330753199
1101	20	0.2895200766140107
1101	21	0.23671697929771796
1101	22	0.3599617510180124
1101	23	0.19273079652923286
1101	24	0.24657876467089324
1101	25	0.1727875648173125
1101	26	0.2057325633655367
1101	27	0.2857693480252905
1101	28	0.3484204078470725
1101	29	0.4156125244522073
1101	30	0.2078510692900224
1101	31	0.24890727270640411
1101	32	0.2657999288122497
1101	33	0.2678589010305288
1101	34	0.18889468692724876
1101	35	0.1694184049508678
1101	36	0.22890324224501057
1101	37	0.10832991856941732
1101	38	0.30744743404362396
1101	39	0.34133094530492514
1101	40	0.36357394943998145
1101	41	0.2589827608211763
1101	42	0.1279362101650321
1101	43	0.20788716215115244
1101	44	0.24782848346276865
1101	45	0.43437082341019817
1101	46	0.3394188605549999
1101	47	0.2971480078969009
1101	48	0.19187506275068245
1101	49	0.163662919827388
1101	50	0.2630576884938094
1101	51	0.11056631529617533
1101	52	0.13844940105772707
1102	1	0.6641777397818629
1102	2	2.2686805752113663
1102	3	3.658148195816178
1102	4	2.3290930998441723
1102	5	1.1065157512846824
1102	6	0.69463919473408
1102	7	0.4780001697015166
1102	8	0.344854660198223
1102	9	0.3429187082887637
1102	10	0.29893245704722204
1102	11	0.34855529877044944
1102	12	0.35936820400880976
1102	13	0.3192063706229433
1102	14	0.39697945942742763
1102	15	0.29811990362974683
1102	16	0.3029974132303934
1102	17	0.36742573294024794
1102	18	0.36002693264129704
1102	19	0.17383448077582386
1102	20	0.2127674458095683
1102	21	0.16037012046815846
1102	22	0.14089974301078456
1102	23	0.1714294045792002
1102	24	0.26721236152589967
1102	25	0.227657252734474
1102	26	-0.10705423492041888
1102	27	0.19059204219852433
1102	28	0.2237875990289453
1102	29	-0.2302356834673489
1102	30	-0.10303937135314101
1102	31	-0.20245206834974283
1102	32	0.03620201298591752
1102	33	-0.2727366119577894
1102	34	0.025202119856103877
1102	35	-0.07533543093482109
1102	36	0.18916649570620336
1102	37	0.02083606542768024
1102	38	-0.24985451601084208
1102	39	0.10467566397748129
1102	40	0.17531374105897868
1102	41	0.14578987075801564
1102	42	0.1079880073026871
1102	43	-0.18966199038359122
1102	44	-0.3735109082405401
1102	45	-0.2262446036923933
1102	46	0.08417806961749363
1102	47	-0.157516801292914
1102	48	-0.0414216075600109
1102	49	0.003660398526477593
1102	50	-0.24985677563090292
1102	51	0.014646348086095884
1102	52	0.08445473032806206
1103	1	-0.04280324079999431
1103	2	-1.28602690017755
1103	3	-2.7399170239422617
1103	4	-0.5591575859735727
1103	5	-0.1194747808633636
1103	6	0.10556475377612173
1103	7	0.21522354344880057
1103	8	0.02432927210993796
1103	9	0.2945574518626799
1103	10	0.3340606416778584
1103	11	0.2860617770692002
1103	12	0.3162283650205211
1103	13	0.33090992978636535
1103	14	0.3765017179889725
1103	15	0.38599544940529285
1103	16	0.32569042175030205
1103	17	0.38248270482930025
1103	18	0.28370730805171007
1103	19	0.39021908145694084
1103	20	0.3215799789922258
1103	21	0.33195810957628424
1103	22	0.39362417529518723
