go.id	gen.id
GO:1903830	Zm00001d027582
GO:0035970	Zm00001d027583
GO:0016310	Zm00001d027585
GO:0045736	Zm00001d027585
GO:0051726	Zm00001d027585
GO:0007142	Zm00001d027589
GO:0035442	Zm00001d027593
GO:0042938	Zm00001d027593
GO:0042939	Zm00001d027593
GO:0055085	Zm00001d027593
GO:0009909	Zm00001d027598
GO:0010497	Zm00001d027607
GO:0046739	Zm00001d027607
GO:0006412	Zm00001d027612
GO:0006418	Zm00001d027612
GO:0006424	Zm00001d027612
GO:0009791	Zm00001d027612
GO:0043039	Zm00001d027612
GO:0048608	Zm00001d027612
GO:0006412	Zm00001d027618
GO:0000272	Zm00001d027619
GO:0005975	Zm00001d027619
GO:0008152	Zm00001d027619
GO:0044238	Zm00001d027621
GO:0044260	Zm00001d027621
GO:0044238	Zm00001d027622
GO:0044260	Zm00001d027622
GO:0006355	Zm00001d027623
GO:0055085	Zm00001d027625
GO:0001510	Zm00001d027626
GO:0030488	Zm00001d027626
GO:0032259	Zm00001d027626
GO:0000902	Zm00001d027633
GO:0006417	Zm00001d027633
GO:0030833	Zm00001d027633
GO:0006468	Zm00001d027645
GO:0016310	Zm00001d027645
GO:0016567	Zm00001d027648
GO:0045732	Zm00001d027648
GO:0006511	Zm00001d027649
GO:0016567	Zm00001d027649
GO:0044238	Zm00001d027649
GO:0044260	Zm00001d027649
GO:0000045	Zm00001d027651
GO:0000422	Zm00001d027651
GO:0044804	Zm00001d027651
GO:0006833	Zm00001d027652
GO:0007033	Zm00001d027652
GO:0009826	Zm00001d027652
GO:0048366	Zm00001d027652
GO:0055085	Zm00001d027652
GO:0007049	Zm00001d027655
GO:0007346	Zm00001d027655
GO:0016310	Zm00001d027655
GO:0045737	Zm00001d027655
GO:0050790	Zm00001d027655
GO:0051301	Zm00001d027655
GO:0008219	Zm00001d027656
GO:0009908	Zm00001d027656
GO:0010154	Zm00001d027656
GO:0015996	Zm00001d027656
GO:0042742	Zm00001d027656
GO:0055085	Zm00001d027667
GO:0032259	Zm00001d027671
GO:0043414	Zm00001d027671
GO:0080009	Zm00001d027671
GO:0090304	Zm00001d027671
GO:0006465	Zm00001d027672
GO:0006508	Zm00001d027672
GO:0006627	Zm00001d027672
GO:0000209	Zm00001d027675
GO:0006511	Zm00001d027675
GO:0006468	Zm00001d027676
GO:0016310	Zm00001d027676
GO:0006357	Zm00001d027677
GO:0009755	Zm00001d027678
GO:0045893	Zm00001d027678
GO:0009755	Zm00001d027679
GO:0010311	Zm00001d027679
GO:0045893	Zm00001d027679
GO:0048830	Zm00001d027679
GO:0055085	Zm00001d027682
GO:0006511	Zm00001d027688
GO:0010498	Zm00001d027688
GO:0043161	Zm00001d027688
GO:0051603	Zm00001d027688
GO:0008299	Zm00001d027694
GO:0010236	Zm00001d027694
GO:0032259	Zm00001d027698
GO:0045039	Zm00001d027699
GO:0030490	Zm00001d027706
GO:0007049	Zm00001d027707
GO:0030433	Zm00001d027707
GO:0030970	Zm00001d027707
GO:0051228	Zm00001d027707
GO:0051301	Zm00001d027707
GO:0071712	Zm00001d027707
GO:0097352	Zm00001d027707
GO:0006355	Zm00001d027709
GO:0006357	Zm00001d027709
GO:0051726	Zm00001d027709
GO:0006950	Zm00001d027710
GO:0006979	Zm00001d027710
GO:0042744	Zm00001d027710
GO:0098869	Zm00001d027710
GO:0009698	Zm00001d027711
GO:0016310	Zm00001d027713
GO:0000488	Zm00001d027714
GO:0000489	Zm00001d027714
GO:0001522	Zm00001d027714
GO:0006364	Zm00001d027714
GO:0009451	Zm00001d027714
GO:0032544	Zm00001d027714
GO:0007018	Zm00001d027715
GO:0030705	Zm00001d027715
GO:0009653	Zm00001d027717
GO:0009664	Zm00001d027717
GO:0071555	Zm00001d027717
GO:0009653	Zm00001d027718
GO:0009664	Zm00001d027718
GO:0071555	Zm00001d027718
GO:0009414	Zm00001d027723
GO:0010148	Zm00001d027723
GO:0055085	Zm00001d027723
GO:0000467	Zm00001d027726
GO:0006139	Zm00001d027726
GO:0071035	Zm00001d027726
GO:0071036	Zm00001d027726
GO:0071037	Zm00001d027726
GO:0071038	Zm00001d027726
GO:0071039	Zm00001d027726
GO:0071040	Zm00001d027726
GO:0071044	Zm00001d027726
GO:0071051	Zm00001d027726
GO:0009408	Zm00001d027728
GO:0009409	Zm00001d027728
GO:0009737	Zm00001d027728
GO:0016973	Zm00001d027728
GO:0005975	Zm00001d027729
GO:0061157	Zm00001d027731
GO:0006508	Zm00001d027732
GO:0006468	Zm00001d027734
GO:0016310	Zm00001d027734
GO:0006468	Zm00001d027743
GO:0007165	Zm00001d027743
GO:0016310	Zm00001d027743
GO:0035194	Zm00001d027748
GO:0008272	Zm00001d027749
GO:0055085	Zm00001d027749
GO:1902358	Zm00001d027749
GO:0006355	Zm00001d027752
GO:0006357	Zm00001d027752
GO:0007165	Zm00001d027752
GO:0042273	Zm00001d027754
GO:0006555	Zm00001d027756
GO:0008652	Zm00001d027756
GO:0009086	Zm00001d027756
GO:0019509	Zm00001d027756
GO:0006355	Zm00001d027757
GO:0006357	Zm00001d027757
GO:0034605	Zm00001d027757
GO:0016567	Zm00001d027761
GO:0006412	Zm00001d027762
GO:0006435	Zm00001d027762
GO:0043039	Zm00001d027762
GO:0006811	Zm00001d027764
GO:1903830	Zm00001d027764
GO:0006633	Zm00001d027766
GO:0006811	Zm00001d027768
GO:0006749	Zm00001d027769
GO:0045454	Zm00001d027769
GO:0098869	Zm00001d027769
GO:0005975	Zm00001d027773
GO:0006281	Zm00001d027773
GO:0006974	Zm00001d027773
GO:0008152	Zm00001d027773
GO:0032196	Zm00001d027784
GO:0006352	Zm00001d027788
GO:0006468	Zm00001d027788
GO:0018108	Zm00001d027788
GO:0000727	Zm00001d027789
GO:0006268	Zm00001d027789
GO:0032508	Zm00001d027789
GO:1902969	Zm00001d027789
GO:0006357	Zm00001d027790
GO:0032786	Zm00001d027790
GO:0045737	Zm00001d027790
GO:0050790	Zm00001d027790
GO:0016310	Zm00001d027799
GO:0006265	Zm00001d027801
GO:0006355	Zm00001d027802
GO:0006357	Zm00001d027802
GO:0005975	Zm00001d027803
GO:0008152	Zm00001d027803
GO:0015937	Zm00001d027805
GO:0016192	Zm00001d027808
GO:0010143	Zm00001d027810
GO:0000289	Zm00001d027811
GO:0090503	Zm00001d027811
GO:0006869	Zm00001d027812
GO:0000028	Zm00001d027813
GO:0006412	Zm00001d027813
GO:0030490	Zm00001d027813
GO:0061817	Zm00001d027823
GO:0090158	Zm00001d027823
GO:0000082	Zm00001d027826
GO:0001682	Zm00001d027835
GO:0090501	Zm00001d027835
GO:0090502	Zm00001d027835
GO:0010584	Zm00001d027837
GO:0080110	Zm00001d027837
GO:0006412	Zm00001d027839
GO:0005975	Zm00001d027841
GO:0006098	Zm00001d027841
GO:0009052	Zm00001d027841
GO:0044262	Zm00001d027841
GO:0006004	Zm00001d027842
GO:0006412	Zm00001d027844
GO:0015031	Zm00001d027845
GO:0006355	Zm00001d027846
GO:0090305	Zm00001d027847
GO:0006783	Zm00001d027848
GO:0006468	Zm00001d027849
GO:0016310	Zm00001d027849
GO:0018108	Zm00001d027849
GO:0006355	Zm00001d027852
GO:0006357	Zm00001d027852
GO:0045893	Zm00001d027852
GO:0005985	Zm00001d027854
GO:0015770	Zm00001d027854
GO:0006355	Zm00001d027855
GO:0040008	Zm00001d027855
GO:0080113	Zm00001d027855
GO:0006355	Zm00001d027859
GO:0040008	Zm00001d027859
GO:0035434	Zm00001d027860
GO:0055070	Zm00001d027860
GO:0009436	Zm00001d027861
GO:0019481	Zm00001d027861
GO:0035556	Zm00001d027862
GO:0071902	Zm00001d027862
GO:0006468	Zm00001d027863
GO:0016310	Zm00001d027863
GO:0006511	Zm00001d027868
GO:0016567	Zm00001d027868
GO:0044238	Zm00001d027868
GO:0044260	Zm00001d027868
GO:0046621	Zm00001d027868
GO:0006164	Zm00001d027871
GO:0006167	Zm00001d027871
GO:0044208	Zm00001d027871
GO:0046040	Zm00001d027871
GO:0008033	Zm00001d027872
GO:0006355	Zm00001d027874
GO:0006357	Zm00001d027874
GO:0006107	Zm00001d027876
GO:0006528	Zm00001d027876
GO:0006541	Zm00001d027876
GO:0006807	Zm00001d027876
GO:0006355	Zm00001d027878
GO:0045944	Zm00001d027880
GO:0006812	Zm00001d027884
GO:0034220	Zm00001d027884
GO:0035434	Zm00001d027884
GO:0055070	Zm00001d027884
GO:0098655	Zm00001d027884
GO:0010020	Zm00001d027885
GO:0090143	Zm00001d027885
GO:0007165	Zm00001d027886
GO:0007186	Zm00001d027886
GO:0007188	Zm00001d027886
GO:0006468	Zm00001d027892
GO:0016310	Zm00001d027892
GO:0018108	Zm00001d027892
GO:0006629	Zm00001d027893
GO:0006631	Zm00001d027893
GO:0006633	Zm00001d027893
GO:0031408	Zm00001d027893
GO:0034440	Zm00001d027893
GO:0006511	Zm00001d027896
GO:0010498	Zm00001d027896
GO:0051603	Zm00001d027896
GO:0006486	Zm00001d027898
GO:0097502	Zm00001d027898
GO:0009611	Zm00001d027900
GO:0031347	Zm00001d027900
GO:2000022	Zm00001d027900
GO:0006633	Zm00001d027904
GO:0009409	Zm00001d027904
GO:0009416	Zm00001d027904
GO:0006355	Zm00001d027911
GO:0055072	Zm00001d027911
GO:0036092	Zm00001d027916
GO:0046856	Zm00001d027916
GO:0000028	Zm00001d027919
GO:0002181	Zm00001d027919
GO:0006412	Zm00001d027919
GO:0042908	Zm00001d027921
GO:0055085	Zm00001d027921
GO:1990961	Zm00001d027921
GO:0001732	Zm00001d027922
GO:0002183	Zm00001d027922
GO:0006412	Zm00001d027922
GO:0006413	Zm00001d027922
GO:0006446	Zm00001d027922
GO:0006355	Zm00001d027924
GO:0009873	Zm00001d027924
GO:0006355	Zm00001d027925
GO:0009873	Zm00001d027925
GO:0006468	Zm00001d027934
GO:0016310	Zm00001d027934
GO:0008299	Zm00001d027936
GO:0009409	Zm00001d027936
GO:0016117	Zm00001d027936
GO:0042752	Zm00001d027936
GO:0009451	Zm00001d027937
GO:0009834	Zm00001d027938
GO:0045492	Zm00001d027938
GO:0006779	Zm00001d027950
GO:0006780	Zm00001d027950
GO:0006782	Zm00001d027950
GO:0033014	Zm00001d027950
GO:0006355	Zm00001d027955
GO:0006357	Zm00001d027955
GO:0006355	Zm00001d027957
GO:0006357	Zm00001d027957
GO:0045944	Zm00001d027957
GO:0006612	Zm00001d027962
GO:0006623	Zm00001d027962
GO:0015031	Zm00001d027962
